id_strage,titolo_strage,grande_strage,localita,geolocalizzazione,id_comune,datainizio,datafine,vittimetot,vittimeutot,vittimeubambini,vittimeuragazzi,vittimeuadulti,vittimeuanziani,vittimeusenzainfo,vittimedtot,vittimedbambine,vittimedragazze,vittimedadulte,vittimedanziane,vittimedsenzainfo,vittimeignote,matrice_strage,uccisioni,id_regione,regione,lat,lng
53,"SOMPLAGO, CAVAZZO CARNICO, 05.05.1945",0.0,Somplago,Somplago,3614,1945-05-05,1945-05-05,4,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,Nazista,fucilazione,6.0,Friuli-Venezia Giulia,46.3491942,13.0671185
54,"CAVAZZO CARNICO, 12.08.1944",0.0,Cavazzo  Carnico,Cavazzo Carnico,3614,1944-08-12,1944-08-12,2,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazista,fucilazione,6.0,Friuli-Venezia Giulia,46.3682821,13.0390809
55,"Subit, Attimis, 28.09.1944",0.0,Subit,Subit,3601,1944-09-29,1944-09-29,4,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,Nazista,incendio,6.0,Friuli-Venezia Giulia,46.2071894,13.3420298
56,"Faedis, 28.09.1944",0.0,Faedis,Faedis,3629,1944-09-28,1944-09-28,13,4.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,Nazista,fucilazione,6.0,Friuli-Venezia Giulia,46.1510833,13.3483463
57,"Nimis, 29.09.1944",0.0,Nimis,Nimis,3658,1944-09-29,1944-09-30,10,9.0,0.0,0.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Nazista,"fucilazione,incendio",6.0,Friuli-Venezia Giulia,46.197184,13.2629115
128,Pietralta di Valle Castellana 27-04-1944,0.0,Pietralta,Pietralta,5717,1944-04-27,1944-04-27,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazista,,13.0,Abruzzo,42.7128113,13.4479256
58,"TOBOGA, GEMONA, 29.04.1945",0.0,Taboga,Taboga,3636,1945-04-29,1945-04-29,7,7.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazista,fucilazione,6.0,Friuli-Venezia Giulia,46.2706852,13.1076173
59,"GRUPIGNANO, CIVIDALE, 13.07.1944",0.0,Grupignano,Grupignano,3619,1944-07-13,,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazista,fucilazione,6.0,Friuli-Venezia Giulia,46.084195,13.4106893
60,CIVIDALE 18.12.1944,0.0,Cividale,Cividale,3619,1944-12-18,1944-12-18,8,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazista,fucilazione,6.0,Friuli-Venezia Giulia,46.0961711,13.4292014
61,"EPISODIO DI COLLERUMIZ, TARCENTO, 02.04.1945",0.0,Collerumiz,Collerumiz,3707,1945-04-02,1945-04-02,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazista,fucilazione,6.0,Friuli-Venezia Giulia,46.2118399,13.1875426
62,"COLLOREDO DI PRATO, PASIAN DI PRATO, 29.09.1944",0.0,Colloredo di Prato,Colloredo di Prato,3665,1944-09-29,1944-09-29,5,2.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,Fascista,"pugnalata,uccisione con armi da fuoco",6.0,Friuli-Venezia Giulia,46.0516488,13.1482804
63,"Casteons, Paluzza, 28.05.1944",0.0,Casteons,Casteons,3664,1944-05-28,1944-05-28,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazista,fucilazione,6.0,Friuli-Venezia Giulia,46.536973,13.013715
64,"Feletto Umberto, Tavagnacco, 30.04.1945",0.0,Feletto Umberto,Feletto Umberto,3709,1945-04-30,1945-05-30,12,10.0,0.0,0.0,7.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,Nazista,fucilazione,6.0,Friuli-Venezia Giulia,46.0989524,13.208329
65,"Adegliacco, Tavagnacco, 30.04.1945",0.0,Adegliacco,Adegliacco,3709,1945-04-30,1945-04-30,5,4.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Nazista,fucilazione,6.0,Friuli-Venezia Giulia,46.1152104,13.234982
66,"Pagnacco, 30.04.1944",0.0,Pagnacco,Pagnacco,3661,1945-04-30,1945-04-30,5,5.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazista,fucilazione,6.0,Friuli-Venezia Giulia,46.1244026,13.1865384
67,"GEMONA, 18.12.1944",0.0,Gemona del Friuli,Gemona del Friuli,3636,1944-12-18,1944-12-18,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazifascista,fucilazione,6.0,Friuli-Venezia Giulia,46.2752671,13.1426773
68,"FIELIS, ARTA, 19.03.1945",0.0,Fielis,Fielis,3599,1945-03-19,1945-03-19,2,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazista,fucilazione,6.0,Friuli-Venezia Giulia,46.4769467,13.0179296
69,"Gemona del Friuli, 31.01.1945",0.0,Gemona del Friuli,Gemona del Friuli,3636,1945-01-31,1945-01-31,2,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazifascista,"fucilazione,impiccagione",6.0,Friuli-Venezia Giulia,46.2752671,13.1426773
70,"Tarcento, 01.02.1945",0.0,Tarcento,Tarcento,3707,1945-02-01,1945-02-01,7,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazifascista,fucilazione,6.0,Friuli-Venezia Giulia,46.2150481,13.2129414
71,"Tricesimo, 04.02.1945",0.0,Tricesimo,Tricesimo,3717,1945-02-04,1945-02-04,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazifascista,fucilazione,6.0,Friuli-Venezia Giulia,46.1619198,13.2104923
72,"Casa Murata, Ailano",0.0,Casa Murata,,5014,1943-10-27,1943-10-27,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazista,fucilazione,15.0,Campania,41.390353,14.206406
73,"via Fiume, San Cipriano d\'Aversa",0.0,San Cipriano d\'Aversa,"via Fiume, San Cipriano d\'Aversa",5087,1943-09-20,1943-09-20,5,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Nazista,uccisione con armi da fuoco,15.0,Campania,40.9697903,14.1883762
74,"via Caterino, San Cipriano d\'Aversa",0.0,San Cipriano d\'Aversa,"via Caterino, San Cipriano d\'Aversa",5087,1943-10-05,1943-10-05,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazista,uccisione con armi da fuoco,15.0,Campania,41.0031847,14.1344799
75,"Cicirinello, Alife",0.0,Cicirinello,"Cicirinello, Alife",5015,1943-10-16,1943-10-16,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazista,uccisione con armi da fuoco,15.0,Campania,41.3274024,14.3336256
76,Alife,0.0,Alife,Alife,5015,1943-10-24,1943-10-24,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazista,uccisione con armi da fuoco,15.0,Campania,41.3274024,14.3336256
77,"VILLA FIOR, NIMIS, 28.02.1944",0.0,Villa Fior,Villa Fior,3658,1945-02-28,1945-02-28,3,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazifascista,impiccagione,6.0,Friuli-Venezia Giulia,46.197184,13.2629115
78,"ORSARIA, PREMARIACCO, 10.10.1943",0.0,Orsaria,Orsaria,3676,1943-10-10,1943-10-10,2,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazista,fucilazione,6.0,Friuli-Venezia Giulia,46.0397653,13.3822281
79,"ORSARIA, PREMARIACCO 27.05.1944",0.0,Orsaria,Orsaria,3676,1944-05-27,1944-05-27,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Nazista,"incendio,uccisione con armi da fuoco",6.0,Friuli-Venezia Giulia,46.0397653,13.3822281
80,"MUINA, CELLA, LUINT, OVASTA, OVARO, 01-02.11.1944",0.0,Ovaro,Ovaro,3660,1944-11-01,1944-11-02,12,11.0,0.0,0.0,10.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Nazista,uccisione con armi da fuoco,6.0,Friuli-Venezia Giulia,46.4807459,12.8668439
81,"CARTIERA, OVARO, 31.12.1944",0.0,Cartiera di Ovaro,Cartiera di Ovaro,3660,1944-12-31,1944-12-31,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Nazista,uccisione con armi da fuoco,6.0,Friuli-Venezia Giulia,46.4807459,12.8668439
84,"San Ferdinando, Alvignano, 4.10.1943",0.0,San Ferdinando,San Ferdinando,5016,1943-10-04,1943-10-04,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazista,uccisione con armi da fuoco,15.0,Campania,41.2507354,14.333392
85,Capodimonte di Bellante 12-06-1944,0.0,Bellante,Capodimonte,5677,1944-06-12,1944-06-12,2,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazista,"fucilazione,uccisione con armi da fuoco",13.0,Abruzzo,42.7384083,13.8124285
86,Collina di Castel Castagna 07.06.1944,0.0,Collina,Collina,5681,1944-06-07,1944-06-07,3,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazifascista,fucilazione,13.0,Abruzzo,42.5434887,13.7148708
87,Ripe di Civitella e Pagliericcio di Villa Lempa di Civitella del Tronto 05-10-1943,0.0,Ripe di Civitella e Pagliericcio di Villa Lempa di Civitella del Tronto,"Ripe di Civitella, Pagliericcio di Villa Lempa",5688,1943-10-05,1943-10-05,9,9.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazista,fucilazione,13.0,Abruzzo,42.7936168,13.6464014
88,"via Trieste, Alvignano, 09.10.1943",0.0,Alvignano,via Trieste,5016,1943-10-09,1943-10-09,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazista,uccisione con armi da fuoco,15.0,Campania,41.2460572,14.3325772
89,"via Diaz, Alvignano, 12.10.1943",0.0,Alvignano,via Diaz,5016,1943-10-12,1943-10-12,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Nazista,uccisione con armi da fuoco,15.0,Campania,41.2457415,14.3383318
90,"San Ferdinando, Alvignano, 18.10.1943",0.0,San Ferdinando,San Ferdinando,5016,1943-10-18,1943-10-19,4,4.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazista,uccisione con armi da fuoco,15.0,Campania,41.2507354,14.333392
91,"PESARIIS, PRATO CARNICO, 08.05.1944",0.0,Pesariis,Pesariis,3674,1944-05-08,1944-05-08,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazista,fucilazione,6.0,Friuli-Venezia Giulia,46.5220847,12.7705915
92,SAN PIETRO RAGOGNA 01.09.1944,0.0,San Pietro,San Pietro,3680,1944-09-01,1944-09-01,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Nazista,fucilazione,6.0,Friuli-Venezia Giulia,46.1843731,12.9659355
